NM_003993	1196
NM_001291	1196
NM_152280	23208
NM_005920	4209
NM_001677	481
NM_001001787	481
NM_197972	29922
NM_013330	29922
NM_006902	5396
NM_022716	5396
NM_003762	8674
NM_016227	51430
NM_014283	51430
NM_014458	27252
NM_170692	9462
NM_004841	9462
NM_152663	55103
NM_014864	9917
NM_014810	9857
NM_004736	9213
NM_016545	51278
NM_002293	3915
NM_201569	9887
NM_201568	9887
NM_173156	9887
NM_014837	9887
NM_005717	10092
NM_030806	81563
NM_025191	80267
NM_016389	10625
NM_006469	10625
NM_031935	83872
NM_199051	339479
NM_015984	51377
NM_004600	6738
NM_003783	8707
NM_024529	79577
NM_194314	360023
NM_019049	54530
NM_205860	2494
NM_003822	2494
NM_012482	23528
NM_203459	23271
NM_006335	10440
NM_032105	4660
NM_032104	4660
NM_006618	10765
NM_138391	92703
NM_006763	7832
NM_032833	84919
NM_001005387	23114
NM_015090	23114
NM_001005388	23114
NM_022731	64710
NM_182665	83593
NM_031437	83593
NM_032960	9261
NM_004759	9261
NM_153014	148697
NM_025179	5362
NM_018254	55758
NM_006243	5525
NM_024749	79805
NM_014217	3776
NM_206595	2104
NM_206594	2104
NM_001438	2104
NM_018650	4139
NM_144729	11221
NM_144728	11221
NM_007207	11221
NM_005426	7159
NM_015176	23219
NM_025160	80232
NM_018212	55740
NM_002107	3020
NM_022735	64746
NM_173083	286826
NM_002221	3707
NM_012486	5664
NM_000447	5664
NM_001658	375
NM_145257	126731
NM_001100	58
NM_004481	2590
NM_020808	57568
NM_002245	3775
NM_173508	148641
NM_182972	359948
NM_031371	51742
NM_016374	51742
NM_019891	56605
NM_001035	6262
NM_002924	6000
NM_152666	200150
NM_014812	9859
NM_005465	10000
NM_205768	10472
NM_006352	10472
NM_016076	51029
NM_031844	3192
NM_004501	3192
NM_014746	9781
NM_138799	129642
NM_003887	8853
NM_021832	6868
NM_003183	6868
NM_006826	10971
NM_198182	29841
NM_014552	29841
NM_003597	8462
NM_005742	10130
NM_004850	9475
NM_145693	23175
NM_021643	28951
NM_005378	4613
NM_030797	81553
NM_003385	7447
NM_002252	3790
NM_145260	130497
NM_014713	9741
NM_015317	23369
NM_004040	388
NM_019595	50618
NM_006277	50618
NM_147233	8648
NM_147223	8648
NM_003743	8648
NM_004036	109
NM_175629	1788
NM_153759	1788
NM_022552	1788
NM_018263	55252
NM_016131	10890
NM_000183	3032
NM_033505	85465
NM_014748	9784
NM_206877	5500
NM_206876	5500
NM_002709	5500
NM_004304	238
NM_016061	51646
NM_030915	81606
NM_182551	253558
NM_001002257	253558
NM_014600	30845
NM_015955	51072
NM_199436	6683
NM_014946	6683
NM_032312	84272
NM_206943	4052
NM_000627	4052
NM_015475	25940
NM_016441	51232
NM_000104	1545
NM_022374	64225
NM_006276	6432
NM_003618	8491
NM_019063	27436
NM_005400	5581
NM_001430	2034
NM_144949	9655
NM_014011	9655
NM_139279	90411
NM_001743	805
NM_000179	2956
NM_025133	80204
NM_002158	3344
NM_152994	129285
NM_138735	9378
NM_004801	9378
NM_207521	57142
NM_207520	57142
NM_153828	57142
NM_020532	57142
NM_007008	57142
NM_020463	57223
NM_022893	53335
NM_003400	7514
NM_006759	7360
NM_001001521	7360
NM_016516	51542
NM_001005739	51542
NM_020651	57162
NM_203437	54812
NM_017657	54812
NM_001002243	54812
NM_004161	5861
NM_181784	200734
NM_002398	4211
NM_000945	5534
NM_022173	7072
NM_022037	7072
NM_019885	56603
NM_032181	84141
NM_020122	56888
NM_006464	10618
NM_003896	8869
NM_022912	65055
NM_018433	55818
NM_005667	7844
NM_022780	64795
NM_012214	11320
NM_015904	9669
NM_016316	51455
NM_002518	4862
NM_007063	11138
NM_145687	9448
NM_145686	9448
NM_004834	9448
NM_025076	80146
NM_021815	60482
NM_006267	5903
NM_138627	10018
NM_138626	10018
NM_138621	10018
NM_006538	10018
NM_198581	376940
NM_020868	57628
NM_001004360	57628
NM_001426	2019
NM_002830	5775
NM_002193	3625
NM_015282	23332
NM_006609	10746
NM_032144	84084
NM_032995	50649
NM_015320	50649
NM_030923	81615
NM_001241	905
NM_058241	905
NM_015361	23518
NM_003467	7852
NM_001001664	339745
NM_018557	53353
NM_024659	79712
NM_014795	9839
NM_001616	92
NM_018328	55777
NM_015630	26122
NM_005168	390
NM_052905	114793
NM_001004422	114793
NM_001004421	114793
NM_001004417	114793
NM_002239	3760
NM_173173	4929
NM_173172	4929
NM_173171	4929
NM_006186	4929
NM_145259	130399
NM_001105	90
NM_003628	8502
NM_001005476	8502
NM_013450	29994
NM_022826	64844
NM_016839	5937
NM_016836	5937
NM_002897	5937
NM_006593	10716
NM_022058	57282
NM_033272	90134
NM_014900	22837
NM_006922	6328
NM_021007	6326
NM_024969	80034
NM_004482	2591
NM_013233	27347
NM_004525	4036
NM_172070	130507
NM_000817	2571
NM_015530	26003
NM_012290	9874
NM_178120	1745
NM_004405	1746
NM_000210	3655
NM_007023	11069
NM_133646	51776
NM_003111	6670
NM_013341	29789
NM_001822	1123
NM_001880	1386
NM_000523	3239
NM_014621	3233
NM_006898	3232
NM_006164	4780
NM_145739	114880
NM_032523	114880
NM_133437	7273
NM_133432	7273
NM_133378	7273
NM_003319	7273
NM_173648	285025
NM_178123	91404
NM_152520	151126
NM_182678	10477
NM_006357	10477
NM_002500	4760
NM_006751	6744
NM_138285	129401
NM_194250	91752
NM_018471	55854
NM_002210	3685
NM_005795	10203
NM_016315	51454
NM_000090	1281
NM_000393	1290
NM_014585	30061
NM_005259	2660
NM_017694	54842
NM_005966	4664
NM_014905	2744
NM_012223	4430
NM_022837	64859
NM_012433	23451
NM_199440	3329
NM_002156	3329
NM_002157	3336
NM_199482	25843
NM_015387	25843
NM_015265	23314
NM_014670	9689
NM_173822	285172
NM_015049	66008
NM_018571	55437
NM_003507	8324
NM_003352	7341
NM_033346	659
NM_001204	659
NM_173511	150864
NM_020674	57404
NM_213589	65059
NM_057177	117583
NM_201267	8828
NM_018534	8828
NM_201279	8828
NM_201266	8828
NM_003872	8828
NM_017759	54891
NM_003812	8745
NM_003709	8609
NM_134442	1385
NM_004379	1385
NM_152523	151195
NM_031847	4133
NM_031846	4133
NM_031845	4133
NM_002374	4133
NM_005235	2066
NM_016260	22807
NM_212482	2335
NM_212478	2335
NM_212476	2335
NM_212475	2335
NM_212474	2335
NM_002026	2335
NM_000599	3488
NM_152862	10109
NM_005731	10109
NM_020935	57695
NM_004438	2043
NM_181460	5077
NM_181459	5077
NM_181458	5077
NM_181457	5077
NM_203372	2181
NM_004457	2181
NM_003469	7857
NM_003590	8452
NM_005544	3667
NM_031363	1285
NM_004504	3267
NM_017933	55022
NM_139072	92737
NM_003113	6672
NM_016289	51719
NM_022730	64708
NM_015575	26058
NM_198890	55054
NM_030803	55054
NM_017974	55054
NM_005737	10123
NM_014521	23677
NM_014914	116987
NM_020311	57007
NM_057167	1293
NM_057166	1293
NM_057165	1293
NM_057164	1293
NM_004369	1293
NM_080678	140739
NM_022817	8864
NM_006037	9759
NM_032329	84289
NM_006614	10752
NM_175612	152330
NM_175607	152330
NM_020873	57633
NM_002222	3708
NM_003670	8553
NM_018184	55207
NM_014674	9695
NM_181874	2917
NM_000844	2917
NM_014850	9901
NM_001683	491
NM_001001331	491
NM_003042	6529
NM_014667	9686
NM_003178	6854
NM_138712	5468
NM_138711	5468
NM_015869	5468
NM_005037	5468
NM_002880	5894
NM_004625	7476
NM_003043	6533
NM_152536	152273
NM_022497	64432
NM_004844	9467
NM_015199	23243
NM_015184	23228
NM_002971	6304
NM_144633	131096
NM_004162	5868
NM_003884	8850
NM_152653	7325
NM_005126	9975
NM_000461	7068
NM_016152	5915
NM_000965	5915
NM_001068	7155
NM_003615	9497
NM_001003793	27303
NM_001003792	27303
NM_014517	7342
NM_016300	10777
NM_003149	6769
NM_017724	9209
NM_002078	2803
NM_002207	3680
NM_005808	10217
NM_007338	9940
NM_007336	9940
NM_007335	9940
NM_005109	9943
NM_020839	57599
NM_015460	25924
NM_001904	1499
NM_145166	92999
NM_017719	54861
NM_173826	285343
NM_016598	51304
NM_014016	22908
NM_014159	29072
NM_012271	29072
NM_138614	22907
NM_016291	51447
NM_004157	5576
NM_017732	54681
NM_022064	63891
NM_005777	10180
NM_007275	11334
NM_004947	1795
NM_013286	29890
NM_181041	55193
NM_198563	375346
NM_016329	51460
NM_001005159	51460
NM_001005158	51460
NM_212539	5580
NM_006254	5580
NM_018403	55802
NM_000720	776
NM_018398	55799
NM_003392	7474
NM_015576	26059
NM_019555	50650
NM_017563	54756
NM_001660	378
NM_152678	201627
NM_001457	2317
NM_002841	5793
NM_183394	8618
NM_183393	8618
NM_003716	8618
NM_000333	6314
NM_198859	166336
NM_182920	56999
NM_004742	9223
NM_015541	26018
NM_032505	84541
NM_213609	407738
NM_198178	4286
NM_198177	4286
NM_198159	4286
NM_198158	4286
NM_006722	4286
NM_000248	4286
NM_032682	27086
NM_012234	23429
NM_133631	6091
NM_002941	6091
NM_153184	253559
NM_005233	2042
NM_080927	131566
NM_014890	11259
NM_182909	11259
NM_014820	9868
NM_006070	10342
NM_015429	25890
NM_024548	79598
NM_001627	214
NM_170662	868
NM_145753	90102
NM_025146	80218
NM_015642	26137
NM_002045	2596
NM_002093	2932
NM_032839	84925
NM_006810	10954
NM_198402	201562
NM_053029	4638
NM_053032	4638
NM_053031	4638
NM_053030	4638
NM_053028	4638
NM_053027	4638
NM_053026	4638
NM_053025	4638
NM_005965	4638
NM_007064	8997
NM_021964	7707
NM_003794	8723
NM_022776	114885
NM_014079	28999
NM_032242	5361
NM_032638	2624
NM_004637	7879
NM_003418	7555
NM_015008	23023
NM_014382	27032
NM_130808	131034
NM_015268	23317
NM_017548	55573
NM_016201	51421
NM_018133	55167
NM_005862	10274
NM_015396	25852
NM_012219	22808
NM_006506	5922
NM_019001	54464
NM_173552	205428
NM_182943	5352
NM_000935	5352
NM_032153	84107
NM_003412	7545
NM_183384	11342
NM_183383	11342
NM_183381	11342
NM_007282	11342
NM_053024	5217
NM_002628	5217
NM_014779	9819
NM_053002	116931
NM_207297	4154
NM_207296	4154
NM_207295	4154
NM_207294	4154
NM_207293	4154
NM_207292	4154
NM_021038	4154
NM_172160	7881
NM_172159	7881
NM_003471	7881
NM_020307	57018
NM_014575	29970
NM_001002799	10051
NM_002268	3840
NM_145035	165679
NM_014926	22865
NM_145860	11235
NM_145859	11235
NM_007217	11235
NM_005241	2122
NM_004991	2122
NM_003262	7095
NM_005602	5010
NM_020390	56648
NM_022763	64778
NM_014932	22871
NM_207015	254827
NM_181361	10242
NM_005832	10242
NM_017927	55669
NM_016559	51555
NM_005087	8087
NM_003106	6657
NM_020640	54165
NM_005688	10057
NM_177978	8646
NM_177979	8646
NM_015303	23355
NM_004721	9175
NM_006548	10644
NM_001967	1974
NM_138931	604
NM_001706	604
NM_178496	151963
NM_005524	3280
NM_024524	79572
NM_003234	7037
NM_002577	5062
NM_152699	205564
NM_032288	84248
NM_006315	10336
NM_006651	10815
NM_022965	2261
NM_000142	2261
NM_133333	7468
NM_133332	7468
NM_014919	7468
NM_133336	7468
NM_133335	7468
NM_133331	7468
NM_133330	7468
NM_006454	10608
NM_003704	8603
NM_176801	118
NM_014190	118
NM_014189	118
NM_001119	118
NM_000683	152
NM_001313	1400
NM_144720	152789
NM_181876	5522
NM_020416	5522
NM_017491	9948
NM_005112	9948
NM_005114	9957
NM_148894	259282
NM_182646	132864
NM_182485	132864
NM_033535	26234
NM_012161	26234
NM_006017	8842
NM_001290	9079
NM_153686	254251
NM_147183	80333
NM_147182	80333
NM_147181	80333
NM_025221	80333
NM_013261	10891
NM_001358	1665
NM_018323	55300
NM_203284	3516
NM_203283	3516
NM_015874	3516
NM_005349	3516
NM_018317	55296
NM_020860	57620
NM_032457	5099
NM_016531	51274
NM_174921	201895
NM_015200	23244
NM_019027	54502
NM_173075	323
NM_003924	8929
NM_198353	386617
NM_138335	132789
NM_152995	152518
NM_015115	23142
NM_022832	64854
NM_023940	65997
NM_012110	26511
NM_006206	5156
NM_000222	3815
NM_004898	9575
NM_025009	9662
NM_015236	23284
NM_182472	2044
NM_004439	2044
NM_133370	91746
NM_014961	22902
NM_003759	8671
NM_014243	9508
NM_198889	26057
NM_032217	26057
NM_203505	9908
NM_203504	9908
NM_012297	9908
NM_152934	5470
NM_152933	5470
NM_020859	57619
NM_018243	55752
NM_177453	152559
NM_058172	118429
NM_152545	153020
NM_031372	9987
NM_005463	9987
NM_016211	22872
NM_014933	22872
NM_194282	132660
NM_178585	23001
NM_014991	23001
NM_031305	83478
NM_138982	5602
NM_138981	5602
NM_138980	5602
NM_002753	5602
NM_080685	5783
NM_080684	5783
NM_080683	5783
NM_006264	5783
NM_005935	4299
NM_153757	266812
NM_007308	6622
NM_000345	6622
NM_183049	7117
NM_020159	56916
NM_003728	8633
NM_021159	5910
NM_005723	10098
NM_001968	1977
NM_000253	4547
NM_002106	3015
NM_000944	5530
NM_005443	9061
NM_152621	166929
NM_016269	51176
NM_024090	79071
NM_153427	5308
NM_153426	5308
NM_000325	5308
NM_018569	55435
NM_024019	63973
NM_020977	287
NM_001148	287
NM_172128	817
NM_172127	817
NM_024590	79642
NM_003360	7368
NM_004784	9348
NM_033437	8654
NM_033431	8654
NM_033430	8654
NM_001083	8654
NM_003305	7222
NM_002006	2247
NM_199327	10252
NM_005841	10252
NM_014278	22824
NM_006320	10424
NM_032961	57575
NM_019035	54510
NM_201999	1998
NM_006874	1998
NM_057175	80155
NM_030648	80854
NM_032547	60592
NM_153702	255520
NM_032557	84640
NM_207123	2549
NM_002039	2549
NM_003601	8467
NM_199324	54726
NM_005900	4086
NM_001003688	4086
NM_178835	152485
NM_032128	84068
NM_000901	4306
NM_006726	987
NM_033632	55294
NM_018315	55294
NM_033393	85462
NM_015271	23321
NM_015196	23240
NM_016205	56034
NM_000824	2743
NM_000826	2891
NM_020116	56884
NM_007246	11275
NM_012464	7092
NM_016081	23022
NM_020870	57630
NM_001829	1182
NM_017423	51809
NM_021973	9464
NM_012180	26269
NM_201592	2823
NM_201591	2823
NM_005277	2823
NM_005429	7424
NM_017632	55602
NM_001564	3622
NM_002199	3660
NM_001995	2180
NM_031953	83891
NM_021069	8470
NM_003603	8470
NM_005245	2195
NM_023924	65980
NM_016358	50805
NM_006999	11044
NM_020546	108
NM_003966	9037
NM_005885	10299
NM_001332	1501
NM_007118	7204
NM_012304	23194
NM_019000	54463
NM_012334	4651
NM_006317	10409
NM_004061	1010
NM_006727	1008
NM_016279	1007
NM_178140	23037
NM_015022	23037
NM_022130	64083
NM_016107	51663
NM_006713	10923
NM_024563	79614
NM_015577	26064
NM_133433	25836
NM_002310	3977
NM_000958	5734
NM_001005473	345557
NM_000163	2690
NM_183323	10605
NM_182789	10605
NM_006451	10605
NM_002202	3670
NM_006350	10468
NM_002495	4724
NM_019087	54622
NM_007036	11082
NM_175767	3572
NM_002184	3572
NM_152622	166968
NM_022913	65056
NM_006622	10769
NM_006203	5144
NM_004520	3796
NM_197941	11174
NM_018695	55914
NM_139168	140890
NM_032010	4131
NM_005909	4131
NM_153188	3842
NM_002270	3842
NM_004472	2297
NM_000859	3156
NM_006633	10788
NM_018046	55109
NM_003664	8546
NM_052822	9522
NM_012446	23635
NM_004385	1462
NM_001884	1404
NM_022650	5921
NM_002890	5921
NM_153354	153396
NM_002397	4208
NM_020801	57561
NM_032042	83989
NM_012081	22936
NM_173060	831
NM_005575	4012
NM_005668	7903
NM_138822	5066
NM_138821	5066
NM_138766	5066
NM_000919	5066
NM_033211	90355
NM_002372	4124
NM_004772	9315
NM_000038	324
NM_170775	3781
NM_021614	3781
NM_018700	55521
NM_005023	5229
NM_020177	56929
NM_001002924	1176
NM_001284	1176
NM_020796	57556
NM_005509	1657
NM_016644	51334
NM_003100	6643
NM_005573	4001
NM_001046	6558
NM_001999	2201
NM_016340	51735
NM_015256	23305
NM_004199	8974
NM_002188	3596
NM_007054	11127
NM_014423	27125
NM_020199	56951
NM_003374	7416
NM_170679	6500
NM_006930	6500
NM_002715	5515
NM_003337	7320
NM_015288	23338
NM_016103	51128
NM_014829	9879
NM_152409	134553
NM_138610	9555
NM_138609	9555
NM_004893	9555
NM_130848	140947
NM_017415	26249
NM_006805	10949
NM_016603	51306
NM_016604	51780
NM_001964	1958
NM_004730	2107
NM_004134	3313
NM_018834	9782
NM_016480	51247
NM_181838	7322
NM_003339	7322
NM_016463	51523
NM_032289	84249
NM_017747	54882
NM_031860	56139
NM_031857	9752
NM_031849	56142
NM_031411	56147
NM_018911	56140
NM_018910	56141
NM_018909	56142
NM_018908	56143
NM_018907	56144
NM_018906	56145
NM_018905	56146
NM_018904	56136
NM_018903	56137
NM_018902	56138
NM_018901	56139
NM_018900	56147
NM_018899	56134
NM_018898	56135
NM_030571	80762
NM_030964	81848
NM_000176	2908
NM_006706	10915
NM_014790	9832
NM_001892	1452
NM_133263	133522
NM_002609	5159
NM_171825	815
NM_015981	815
NM_003118	6678
NM_000827	2890
NM_198321	55568
NM_017540	55568
NM_000337	6444
NM_206858	153743
NM_014666	9685
NM_024007	1879
NM_144726	153830
NM_145049	134510
NM_000806	2554
NM_182796	27430
NM_013283	27430
NM_015238	23286
NM_022897	64901
NM_199185	4869
NM_002520	4869
NM_033649	8817
NM_003862	8817
NM_033645	23291
NM_033644	23291
NM_012300	23291
NM_004417	1843
NM_153607	153222
NM_030627	80315
NM_014613	23197
NM_014901	22838
NM_003085	6620
NM_001001502	6620
NM_031266	3182
NM_004499	3182
NM_005520	3187
NM_001746	821
NM_014757	9794
NM_018434	55819
NM_005110	9945
NM_015455	57472
NM_001452	2295
NM_178012	347733
NM_021945	63027
NM_170752	9425
NM_170751	9425
NM_004824	9425
NM_016588	51299
NM_002955	6239
NM_001003699	6239
NM_001003698	6239
NM_003144	6745
NM_004280	9521
NM_015948	51000
NM_005906	4117
NM_006403	4739
NM_182966	4739
NM_002114	3096
NM_001955	1906
NM_005493	10048
NM_004973	3720
NM_013262	29116
NM_000332	6310
NM_153020	221662
NM_005124	9972
NM_003472	7913
NM_001546	3400
NM_001949	1871
NM_003107	6659
NM_030939	81688
NM_017640	55604
NM_002636	5252
NM_054111	117283
NM_024294	64771
NM_022758	64771
NM_015245	23294
NM_152753	222663
NM_003214	7005
NM_003137	6732
NM_139014	1432
NM_139012	1432
NM_001315	1432
NM_007271	11329
NM_003017	6428
NM_002648	5292
NM_021943	60685
NM_005586	4188
NM_033502	55809
NM_033501	55809
NM_018415	55809
NM_181356	8464
NM_172238	83741
NM_021814	60481
NM_001498	2729
NM_025168	55227
NM_018214	55227
NM_019036	54511
NM_030820	81578
NM_183380	667
NM_015548	667
NM_152731	221336
NM_183227	51715
NM_016277	51715
NM_152688	202559
NM_003463	7803
NM_015153	23469
NM_001704	577
NM_001858	1310
NM_078485	1297
NM_001851	1297
NM_019842	56479
NM_001402	1915
NM_080645	1303
NM_004370	1303
NM_018247	55754
NM_015571	26054
NM_017934	55023
NM_138730	9324
NM_004242	9324
NM_022726	6785
NM_006670	7162
NM_006372	10492
NM_018064	55122
NM_016083	1268
NM_003800	8732
NM_006813	10957
NM_016021	51465
NM_016336	51465
NM_021244	58528
NM_021813	60468
NM_145333	6885
NM_145332	6885
NM_145331	6885
NM_003188	6885
NM_004440	2045
NM_030784	81491
NM_175768	2898
NM_021956	2898
NM_001004317	389421
NM_182907	639
NM_001198	639
NM_004849	9474
NM_018013	55084
NM_007214	11231
NM_003269	7101
NM_145315	246269
NM_201559	2309
NM_001455	2309
NM_014454	27244
NM_006016	8763
NM_003931	8936
NM_015076	23097
NM_001634	262
NM_002912	5980
NM_153048	2534
NM_153047	2534
NM_002037	2534
NM_002356	4082
NM_001527	3066
NM_173560	222546
NM_138459	116150
NM_014034	25842
NM_024581	79632
NM_005907	4121
NM_000165	2697
NM_153355	154215
NM_152553	154214
NM_012259	23493
NM_181782	135112
NM_032784	84870
NM_001431	2037
NM_138633	9465
NM_016377	9465
NM_004842	9465
NM_001901	1490
NM_078625	55350
NM_172105	2070
NM_172104	2070
NM_172103	2070
NM_004100	2070
NM_004865	9519
NM_005627	6446
NM_005375	4602
NM_018945	27115
NM_003980	9053
NM_005923	4217
NM_175747	167826
NM_015439	25901
NM_031922	85021
NM_016217	51696
NM_006079	10370
NM_020455	57211
NM_006734	3097
NM_032145	84085
NM_000838	2911
NM_139244	134957
NM_015278	23328
NM_005715	10090
NM_145342	23118
NM_015093	23118
NM_030949	81706
NM_144497	9590
NM_005100	9590
NM_000125	2099
NM_182961	23345
NM_133650	23345
NM_033071	23345
NM_015293	23345
NM_014892	22828
NM_175863	57492
NM_020732	57492
NM_017519	57492
NM_020245	56995
NM_006519	6993
NM_003379	7430
NM_152133	117289
NM_054114	117289
NM_004906	9589
NM_000876	3482
NM_153191	6582
NM_006724	4216
NM_005922	4216
NM_152410	135138
NM_206855	9444
NM_206854	9444
NM_206853	9444
NM_003181	6862
NM_022138	64094
NM_005618	28514
NM_003194	6908
NM_025154	23353
NM_025250	80727
NM_152744	221935
NM_020144	56903
NM_016003	26100
NM_015610	26100
NM_198829	5879
NM_018890	5879
NM_006908	5879
NM_015622	51622
NM_198097	221960
NM_019005	54468
NM_022308	3382
NM_004968	3382
NM_152745	30010
NM_212460	10124
NM_005738	10124
NM_004956	2115
NM_004080	1607
NM_005924	4223
NM_014038	28969
NM_014707	9734
NM_178423	9734
NM_000474	7291
NM_002214	3696
NM_198956	221833
NM_182700	221833
NM_003112	6671
NM_012294	9771
NM_006547	10643
NM_138771	90693
NM_145324	26031
NM_145323	26031
NM_145322	26031
NM_145321	26031
NM_145320	26031
NM_015550	26031
NM_031243	3181
NM_002137	3181
NM_153620	3198
NM_005522	3198
NM_153632	3200
NM_153631	3200
NM_030661	3200
NM_019102	3202
NM_152739	3205
NM_002142	3205
NM_153715	3206
NM_018951	3206
NM_005523	3207
NM_000522	3209
NM_175061	221895
NM_182899	9586
NM_182898	9586
NM_004904	9586
NM_004067	1124
NM_152793	222166
NM_147128	223082
NM_022728	63974
NM_015483	25948
NM_022373	64224
NM_001788	989
NM_018685	54443
NM_130442	9844
NM_014800	9844
NM_032016	83930
NM_005402	5898
NM_031267	8621
NM_003718	8621
NM_002192	3624
NM_000168	2737
NM_015052	23072
NM_031443	83605
NM_021116	107
NM_005311	2887
NM_001001555	2887
NM_001001550	2887
NM_001001549	2887
NM_015198	23242
NM_173517	154807
NM_153033	154881
NM_017994	55069
NM_015570	26053
NM_031468	83698
NM_004603	6804
NM_002314	3984
NM_033001	2969
NM_033000	2969
NM_032999	2969
NM_001518	2969
NM_001003687	5387
NM_001003686	5387
NM_012479	7532
NM_002835	5782
NM_198467	222194
NM_020432	57157
NM_012301	9863
NM_000601	3082
NM_000722	781
NM_006080	10371
NM_000840	2913
NM_024315	79161
NM_021723	53616
NM_021722	53616
NM_016351	53616
NM_024636	79689
NM_012395	5218
NM_003505	8321
NM_147185	10142
NM_147171	10142
NM_005751	10142
NM_194456	889
NM_194455	889
NM_194454	889
NM_004912	889
NM_001259	1021
NM_000089	1278
NM_003919	8910
NM_004411	1780
NM_005221	1749
NM_013998	6863
NM_013997	6863
NM_013996	6863
NM_003182	6863
NM_014916	22853
NM_006409	10552
NM_178831	352954
NM_005824	10234
NM_173054	5649
NM_005045	5649
NM_002553	5001
NM_199000	375612
NM_182931	55904
NM_018682	55904
NM_005746	10135
NM_175884	168455
NM_002736	5577
NM_012257	26959
NM_005010	4897
NM_018334	54674
NM_022484	64418
NM_152556	154743
NM_018970	54329
NM_148900	93986
NM_148899	93986
NM_148898	93986
NM_014491	93986
NM_199072	29969
NM_001753	857
NM_000245	4233
NM_006136	830
NM_033427	83992
NM_012281	3751
NM_012338	23554
NM_198266	54556
NM_019071	54556
NM_024913	79974
NM_014888	10447
NM_002851	5803
NM_005302	2861
NM_000845	2918
NM_176814	168850
NM_015328	23382
NM_182697	7328
NM_003344	7328
NM_005397	5420
NM_033157	800
NM_033140	800
NM_033139	800
NM_033138	800
NM_004342	800
NM_013316	4850
NM_145808	136319
NM_022740	28996
NM_013446	23608
NM_014141	26047
NM_003592	8454
NM_152998	2146
NM_004456	2146
NM_005692	114483834
NM_005614	6009
NM_016203	51422
NM_021230	58508
NM_007349	22976
NM_198337	3638
NM_198336	3638
NM_005542	3638
NM_001427	2020
NM_005494	10049
NM_004745	9228
NM_033225	64478
NM_001147	285
NM_018361	55326
NM_173683	286046
NM_152271	91694
NM_182643	10395
NM_006094	10395
NM_139167	137868
NM_013354	29883
NM_152415	137492
NM_020749	57509
