KPNA6	ENSG00000025800	23633	Homo sapiens
SYNC	ENSG00000162520	81493	Homo sapiens
FNDC5	ENSG00000160097	252995	Homo sapiens
ZMYM4	ENSG00000146463	9202	Homo sapiens
TFAP2E	ENSG00000116819	339488	Homo sapiens
AGO4	ENSG00000134698	192670	Homo sapiens
AGO1	ENSG00000092847	26523	Homo sapiens
AGO3	ENSG00000126070	192669	Homo sapiens
MTF1	ENSG00000188786	4520	Homo sapiens
MACF1	ENSG00000127603	23499	Homo sapiens
MFSD2A	ENSG00000168389	84879	Homo sapiens
CAP1	ENSG00000131236	10487	Homo sapiens
RLF	ENSG00000117000	6018	Homo sapiens
KCNQ4	ENSG00000117013	9132	Homo sapiens
HIVEP3	ENSG00000127124	59269	Homo sapiens
TMSB4XP1		7115	Homo sapiens
YBX1	ENSG00000065978	4904	Homo sapiens
PTPRF	ENSG00000142949	5792	Homo sapiens
KDM4A	ENSG00000066135	9682	Homo sapiens
RNF220	ENSG00000187147	55182	Homo sapiens
TESK2	ENSG00000070759	10420	Homo sapiens
GPBP1L1	ENSG00000159592	60313	Homo sapiens
PIK3R3	ENSG00000117461	8503	Homo sapiens
CMPK1	ENSG00000162368	51727	Homo sapiens
ELAVL4	ENSG00000162374	1996	Homo sapiens
RNF11	ENSG00000123091	26994	Homo sapiens
OSBPL9	ENSG00000117859	114883	Homo sapiens
ZFYVE9	ENSG00000157077	9372	Homo sapiens
LRP8	ENSG00000157193	7804	Homo sapiens
SSBP3	ENSG00000157216	23648	Homo sapiens
PLPP3	ENSG00000162407	8613	Homo sapiens
JUN	ENSG00000177606	3725	Homo sapiens
NFIA	ENSG00000162599	4774	Homo sapiens
DOCK7	ENSG00000116641	85440	Homo sapiens
ROR1	ENSG00000185483	4919	Homo sapiens
CACHD1	ENSG00000158966	57685	Homo sapiens
MIER1	ENSG00000198160	57708	Homo sapiens
SERBP1	ENSG00000142864	26135	Homo sapiens
LRRC7	ENSG00000033122	57554	Homo sapiens
SRSF11	ENSG00000116754	9295	Homo sapiens
ANKRD13C	ENSG00000118454	81573	Homo sapiens
ZRANB2	ENSG00000132485	9406	Homo sapiens
NEGR1	ENSG00000172260	257194	Homo sapiens
LHX8	ENSG00000162624	431707	Homo sapiens
ST6GALNAC3	ENSG00000184005	256435	Homo sapiens
ZZZ3	ENSG00000036549	26009	Homo sapiens
USP33	ENSG00000077254	23032	Homo sapiens
MIGA1	ENSG00000180488	374986	Homo sapiens
FUBP1	ENSG00000162613	8880	Homo sapiens
ADGRL2	ENSG00000117114	23266	Homo sapiens
PRKACB	ENSG00000142875	5567	Homo sapiens
SPATA1		64173	Homo sapiens
SSX2IP	ENSG00000117155	117178	Homo sapiens
DDAH1	ENSG00000153904	23576	Homo sapiens
CCN1	ENSG00000142871	3491	Homo sapiens
COL24A1	ENSG00000171502	255631	Homo sapiens
LMO4	ENSG00000143013	8543	Homo sapiens
GTF2B	ENSG00000137947	2959	Homo sapiens
RBMXL1	ENSG00000213516	494115	Homo sapiens
LRRC8D	ENSG00000171492	55144	Homo sapiens
ZNF326	ENSG00000162664	284695	Homo sapiens
ZNF644	ENSG00000122482	84146	Homo sapiens
EVI5	ENSG00000067208	7813	Homo sapiens
MTF2	ENSG00000143033	22823	Homo sapiens
TMED5	ENSG00000117500	50999	Homo sapiens
DR1	ENSG00000117505	1810	Homo sapiens
CNN3	ENSG00000117519	1266	Homo sapiens
PTBP2	ENSG00000117569	58155	Homo sapiens
SNX7	ENSG00000162627	51375	Homo sapiens
PLPPR4	ENSG00000117600	9890	Homo sapiens
MFSD14A	ENSG00000156875	64645	Homo sapiens
CDC14A	ENSG00000079335	8556	Homo sapiens
SLC30A7	ENSG00000162695	148867	Homo sapiens
S1PR1	ENSG00000170989	1901	Homo sapiens
COL11A1	ENSG00000060718	1301	Homo sapiens
VAV3	ENSG00000134215	10451	Homo sapiens
PRPF38B	ENSG00000134186	55119	Homo sapiens
STXBP3	ENSG00000116266	6814	Homo sapiens
WDR47	ENSG00000085433	22911	Homo sapiens
GNAI3	ENSG00000065135	2773	Homo sapiens
STRIP1	ENSG00000143093	85369	Homo sapiens
RBM15	ENSG00000162775	64783	Homo sapiens
KCNA2	ENSG00000177301	3737	Homo sapiens
KCNA3	ENSG00000177272	3738	Homo sapiens
RAP1A	ENSG00000116473	5906	Homo sapiens
CTTNBP2NL	ENSG00000143079	55917	Homo sapiens
CAPZA1	ENSG00000116489	829	Homo sapiens
LRIG2	ENSG00000198799	9860	Homo sapiens
RSBN1	ENSG00000081019	54665	Homo sapiens
HIPK1	ENSG00000163349	204851	Homo sapiens
SYT6	ENSG00000134207	148281	Homo sapiens
CSDE1	ENSG00000009307	7812	Homo sapiens
VANGL1	ENSG00000173218	81839	Homo sapiens
NHLH2	ENSG00000177551	4808	Homo sapiens
PTGFRN	ENSG00000134247	5738	Homo sapiens
MAN1A2	ENSG00000198162	10905	Homo sapiens
BCL9	ENSG00000116128	607	Homo sapiens
ARNT	ENSG00000143437	405	Homo sapiens
POGZ	ENSG00000143442	23126	Homo sapiens
TPM3	ENSG00000143549	7170	Homo sapiens
CLK2	ENSG00000176444	1196	Homo sapiens
SYT11	ENSG00000132718	23208	Homo sapiens
MEF2D	ENSG00000116604	4209	Homo sapiens
ATP1B1	ENSG00000143153	481	Homo sapiens
NME7	ENSG00000143156	29922	Homo sapiens
PRRX1	ENSG00000116132	5396	Homo sapiens
VAMP4	ENSG00000117533	8674	Homo sapiens
SUCO	ENSG00000094975	51430	Homo sapiens
KLHL20	ENSG00000076321	27252	Homo sapiens
RASAL2	ENSG00000075391	9462	Homo sapiens
RALGPS2	ENSG00000116191	55103	Homo sapiens
FAM20B	ENSG00000116199	9917	Homo sapiens
CEP350	ENSG00000135837	9857	Homo sapiens
XPR1	ENSG00000143324	9213	Homo sapiens
IER5	ENSG00000162783	51278	Homo sapiens
LAMC1	ENSG00000135862	3915	Homo sapiens
SMG7	ENSG00000116698	9887	Homo sapiens
ARPC5	ENSG00000162704	10092	Homo sapiens
C1ORF21	ENSG00000116667	81563	Homo sapiens
EDEM3	ENSG00000116406	80267	Homo sapiens
IVNS1ABP	ENSG00000116679	10625	Homo sapiens
HMCN1	ENSG00000143341	83872	Homo sapiens
BRINP3	ENSG00000162670	339479	Homo sapiens
UCHL5	ENSG00000116750	51377	Homo sapiens
RO60	ENSG00000116747	6738	Homo sapiens
B3GALT2	ENSG00000162630	8707	Homo sapiens
CDC73	ENSG00000134371	79577	Homo sapiens
ZBTB41	ENSG00000177888	360023	Homo sapiens
C1ORF218		54530	Homo sapiens
NR5A2	ENSG00000116833	2494	Homo sapiens
ZNF281	ENSG00000162702	23528	Homo sapiens
CAMSAP2	ENSG00000118200	23271	Homo sapiens
TIMM17A	ENSG00000134375	10440	Homo sapiens
PPP1R12B	ENSG00000077157	4660	Homo sapiens
KDM5B	ENSG00000117139	10765	Homo sapiens
TMEM183A	ENSG00000163444	92703	Homo sapiens
BTG2	ENSG00000159388	7832	Homo sapiens
PPP1R15B	ENSG00000158615	84919	Homo sapiens
NFASC	ENSG00000163531	23114	Homo sapiens
NUCKS1	ENSG00000069275	64710	Homo sapiens
RASSF5	ENSG00000266094	83593	Homo sapiens
MAPKAPK2	ENSG00000162889	9261	Homo sapiens
FLJ30634		148697	Homo sapiens
PLXNA2	ENSG00000076356	5362	Homo sapiens
RCOR3	ENSG00000117625	55758	Homo sapiens
PPP2R5A	ENSG00000066027	5525	Homo sapiens
VASH2	ENSG00000143494	79805	Homo sapiens
KCNK2	ENSG00000082482	3776	Homo sapiens
ESRRG	ENSG00000196482	2104	Homo sapiens
MARK1	ENSG00000116141	4139	Homo sapiens
DUSP10	ENSG00000143507	11221	Homo sapiens
TP53BP2	ENSG00000143514	7159	Homo sapiens
FBXO28	ENSG00000143756	23219	Homo sapiens
WDR26	ENSG00000162923	80232	Homo sapiens
ENAH	ENSG00000154380	55740	Homo sapiens
H3-3A	ENSG00000163041	3020	Homo sapiens
ACBD3	ENSG00000182827	64746	Homo sapiens
LIN9	ENSG00000183814	286826	Homo sapiens
ITPKB	ENSG00000143772	3707	Homo sapiens
PSEN2	ENSG00000143801	5664	Homo sapiens
ARF1	ENSG00000143761	375	Homo sapiens
CCSAP	ENSG00000154429	126731	Homo sapiens
ACTA1	ENSG00000143632	58	Homo sapiens
GALNT2	ENSG00000143641	2590	Homo sapiens
SIPA1L2	ENSG00000116991	57568	Homo sapiens
KCNK1	ENSG00000135750	3775	Homo sapiens
SLC35F3	ENSG00000183780	148641	Homo sapiens
IRF2BP2	ENSG00000168264	359948	Homo sapiens
ARID4B	ENSG00000054267	51742	Homo sapiens
ERO1B	ENSG00000086619	56605	Homo sapiens
RYR2	ENSG00000198626	6262	Homo sapiens
RGS7	ENSG00000182901	6000	Homo sapiens
PLD5	ENSG00000180287	200150	Homo sapiens
CEP170	ENSG00000143702	9859	Homo sapiens
AKT3	ENSG00000117020	10000	Homo sapiens
ZBTB18	ENSG00000179456	10472	Homo sapiens
DESI2	ENSG00000121644	51029	Homo sapiens
HNRNPU	ENSG00000153187	3192	Homo sapiens
RNF144A	ENSG00000151692	9781	Homo sapiens
MBOAT2	ENSG00000143797	129642	Homo sapiens
ASAP2	ENSG00000151693	8853	Homo sapiens
ADAM17	ENSG00000151694	6868	Homo sapiens
YWHAQ	ENSG00000134308	10971	Homo sapiens
GRHL1	ENSG00000134317	29841	Homo sapiens
KLF11	ENSG00000172059	8462	Homo sapiens
PDIA6	ENSG00000143870	10130	Homo sapiens
ROCK2	ENSG00000134318	9475	Homo sapiens
LPIN1	ENSG00000134324	23175	Homo sapiens
TRIB2	ENSG00000071575	28951	Homo sapiens
MYCN	ENSG00000134323	4613	Homo sapiens
CYRIA	ENSG00000197872	81553	Homo sapiens
VSNL1	ENSG00000163032	7447	Homo sapiens
KCNS3	ENSG00000170745	3790	Homo sapiens
OSR1	ENSG00000143867	130497	Homo sapiens
LAPTM4A	ENSG00000068697	9741	Homo sapiens
PUM2	ENSG00000055917	23369	Homo sapiens
RHOB	ENSG00000143878	388	Homo sapiens
ITSN2	ENSG00000198399	50618	Homo sapiens
NCOA1	ENSG00000084676	8648	Homo sapiens
ADCY3	ENSG00000138031	109	Homo sapiens
DNMT3A	ENSG00000119772	1788	Homo sapiens
ASXL2	ENSG00000143970	55252	Homo sapiens
RAB10	ENSG00000084733	10890	Homo sapiens
HADHB	ENSG00000138029	3032	Homo sapiens
SELENOI	ENSG00000138018	85465	Homo sapiens
SNX17	ENSG00000115234	9784	Homo sapiens
PPP1CB	ENSG00000213639	5500	Homo sapiens
ALK	ENSG00000171094	238	Homo sapiens
YPEL5	ENSG00000119801	51646	Homo sapiens
LBH	ENSG00000213626	81606	Homo sapiens
LCLAT1	ENSG00000172954	253558	Homo sapiens
EHD3	ENSG00000013016	30845	Homo sapiens
MEMO1	ENSG00000162959	51072	Homo sapiens
SPAST	ENSG00000021574	6683	Homo sapiens
YIPF4	ENSG00000119820	84272	Homo sapiens
LTBP1	ENSG00000049323	4052	Homo sapiens
FAM98A	ENSG00000119812	25940	Homo sapiens
CRIM1	ENSG00000150938	51232	Homo sapiens
CYP1B1	ENSG00000138061	1545	Homo sapiens
ATL2	ENSG00000119787	64225	Homo sapiens
SRSF7	ENSG00000115875	6432	Homo sapiens
MAP4K3	ENSG00000011566	8491	Homo sapiens
EML4	ENSG00000143924	27436	Homo sapiens
PRKCE	ENSG00000171132	5581	Homo sapiens
EPAS1	ENSG00000116016	2034	Homo sapiens
SOCS5	ENSG00000171150	9655	Homo sapiens
MCFD2	ENSG00000180398	90411	Homo sapiens
CALM2	ENSG00000143933	805	Homo sapiens
MSH6	ENSG00000116062	2956	Homo sapiens
FBXO11	ENSG00000138081	80204	Homo sapiens
FOXN2	ENSG00000170802	3344	Homo sapiens
PPP1R21	ENSG00000162869	129285	Homo sapiens
NRXN1	ENSG00000179915	9378	Homo sapiens
RTN4	ENSG00000115310	57142	Homo sapiens
PPP4R3B	ENSG00000275052	57223	Homo sapiens
BCL11A	ENSG00000119866	53335	Homo sapiens
XPO1	ENSG00000082898	7514	Homo sapiens
UGP2	ENSG00000169764	7360	Homo sapiens
VPS54	ENSG00000143952	51542	Homo sapiens
PELI1	ENSG00000197329	57162	Homo sapiens
AFTPH	ENSG00000119844	54812	Homo sapiens
RAB1A	ENSG00000138069	5861	Homo sapiens
SPRED2	ENSG00000198369	200734	Homo sapiens
MEIS1	ENSG00000143995	4211	Homo sapiens
PPP3R1	ENSG00000221823	5534	Homo sapiens
TIA1	ENSG00000116001	7072	Homo sapiens
CYP26B1	ENSG00000003137	56603	Homo sapiens
EVA1A	ENSG00000115363	84141	Homo sapiens
KCMF1	ENSG00000176407	56888	Homo sapiens
TGOLN2	ENSG00000152291	10618	Homo sapiens
ST3GAL5	ENSG00000115525	8869	Homo sapiens
REEP1	ENSG00000068615	65055	Homo sapiens
KDM3A	ENSG00000115548	55818	Homo sapiens
RNF103	ENSG00000239305	7844	Homo sapiens
RMND5A	ENSG00000153561	64795	Homo sapiens
MGAT4A	ENSG00000071073	11320	Homo sapiens
EIF5B	ENSG00000158417	9669	Homo sapiens
REV1	ENSG00000135945	51455	Homo sapiens
NPAS2	ENSG00000170485	4862	Homo sapiens
TBC1D8	ENSG00000204634	11138	Homo sapiens
MAP4K4	ENSG00000071054	9448	Homo sapiens
UXS1	ENSG00000115652	80146	Homo sapiens
SLC5A7	ENSG00000115665	60482	Homo sapiens
RANBP2	ENSG00000153201	5903	Homo sapiens
BCL2L11	ENSG00000153094	10018	Homo sapiens
ZC3H6	ENSG00000188177	376940	Homo sapiens
DPP10	ENSG00000175497	57628	Homo sapiens
EN1	ENSG00000163064	2019	Homo sapiens
PTPN4	ENSG00000088179	5775	Homo sapiens
INHBB	ENSG00000163083	3625	Homo sapiens
CLASP1	ENSG00000074054	23332	Homo sapiens
MAP3K2	ENSG00000169967	10746	Homo sapiens
RAB6C	ENSG00000222014	84084	Homo sapiens
ARHGEF4	ENSG00000136002	50649	Homo sapiens
TMEM163	ENSG00000152128	81615	Homo sapiens
CCNT2	ENSG00000082258	905	Homo sapiens
R3HDM1	ENSG00000048991	23518	Homo sapiens
CXCR4	ENSG00000121966	7852	Homo sapiens
SPOPL	ENSG00000144228	339745	Homo sapiens
LRP1B	ENSG00000168702	53353	Homo sapiens
GTDC1	ENSG00000121964	79712	Homo sapiens
ZEB2	ENSG00000169554	9839	Homo sapiens
ACVR2A	ENSG00000121989	92	Homo sapiens
MBD5	ENSG00000204406	55777	Homo sapiens
EPC2	ENSG00000135999	26122	Homo sapiens
RND3	ENSG00000115963	390	Homo sapiens
FMNL2	ENSG00000157827	114793	Homo sapiens
KCNJ3	ENSG00000162989	3760	Homo sapiens
NR4A2	ENSG00000153234	4929	Homo sapiens
ACVR1C	ENSG00000123612	130399	Homo sapiens
ACVR1	ENSG00000115170	90	Homo sapiens
PKP4	ENSG00000144283	8502	Homo sapiens
BAZ2B	ENSG00000123636	29994	Homo sapiens
MARCHF7	ENSG00000136536	64844	Homo sapiens
RBMS1	ENSG00000153250	5937	Homo sapiens
TBR1	ENSG00000136535	10716	Homo sapiens
SLC4A10	ENSG00000144290	57282	Homo sapiens
KCNH7	ENSG00000184611	90134	Homo sapiens
COBLL1	ENSG00000082438	22837	Homo sapiens
SCN3A	ENSG00000153253	6328	Homo sapiens
SCN2A	ENSG00000136531	6326	Homo sapiens
CSRNP3	ENSG00000178662	80034	Homo sapiens
GALNT3	ENSG00000115339	2591	Homo sapiens
STK39	ENSG00000198648	27347	Homo sapiens
LRP2	ENSG00000081479	4036	Homo sapiens
UBR3	ENSG00000144357	130507	Homo sapiens
GAD1	ENSG00000128683	2571	Homo sapiens
GORASP2	ENSG00000115806	26003	Homo sapiens
TLK1	ENSG00000198586	9874	Homo sapiens
DLX1	ENSG00000144355	1745	Homo sapiens
DLX2	ENSG00000115844	1746	Homo sapiens
ITGA6	ENSG00000091409	3655	Homo sapiens
RAPGEF4	ENSG00000091428	11069	Homo sapiens
MAP3K20	ENSG00000091436	51776	Homo sapiens
SP3	ENSG00000172845	6670	Homo sapiens
OLA1	ENSG00000138430	29789	Homo sapiens
CHN1	ENSG00000128656	1123	Homo sapiens
ATF2	ENSG00000115966	1386	Homo sapiens
HOXD13	ENSG00000128714	3239	Homo sapiens
HOXD4	ENSG00000170166	3233	Homo sapiens
HOXD3	ENSG00000128652	3232	Homo sapiens
NFE2L2	ENSG00000116044	4780	Homo sapiens
OSBPL6	ENSG00000079156	114880	Homo sapiens
TTN	ENSG00000155657	7273	Homo sapiens
CCDC141	ENSG00000163492	285025	Homo sapiens
SESTD1	ENSG00000187231	91404	Homo sapiens
ZNF385B	ENSG00000144331	151126	Homo sapiens
UBE2E3	ENSG00000170035	10477	Homo sapiens
NEUROD1	ENSG00000162992	4760	Homo sapiens
ITPRID2	ENSG00000138434	6744	Homo sapiens
NUP35	ENSG00000163002	129401	Homo sapiens
ZNF804A	ENSG00000170396	91752	Homo sapiens
ZC3H15	ENSG00000065548	55854	Homo sapiens
ITGAV	ENSG00000138448	3685	Homo sapiens
CALCRL	ENSG00000064989	10203	Homo sapiens
GULP1	ENSG00000144366	51454	Homo sapiens
COL3A1	ENSG00000168542	1281	Homo sapiens
COL5A2	ENSG00000204262	1290	Homo sapiens
SLC40A1	ENSG00000138449	30061	Homo sapiens
MSTN	ENSG00000138379	2660	Homo sapiens
MFSD6	ENSG00000151690	54842	Homo sapiens
NAB1	ENSG00000138386	4664	Homo sapiens
GLS	ENSG00000115419	2744	Homo sapiens
MYO1B	ENSG00000128641	4430	Homo sapiens
NABP1	ENSG00000173559	64859	Homo sapiens
SF3B1	ENSG00000115524	23451	Homo sapiens
HSPD1	ENSG00000144381	3329	Homo sapiens
HSPE1	ENSG00000115541	3336	Homo sapiens
MOB4	ENSG00000115540	25843	Homo sapiens
SATB2	ENSG00000119042	23314	Homo sapiens
BZW1	ENSG00000082153	9689	Homo sapiens
HYCC2	ENSG00000155744	285172	Homo sapiens
TRAK2	ENSG00000115993	66008	Homo sapiens
STRADB	ENSG00000082146	55437	Homo sapiens
FZD7	ENSG00000155760	8324	Homo sapiens
SUMO1	ENSG00000116030	7341	Homo sapiens
BMPR2	ENSG00000204217	659	Homo sapiens
FAM117B	ENSG00000138439	150864	Homo sapiens
CYP20A1	ENSG00000119004	57404	Homo sapiens
RAPH1	ENSG00000173166	65059	Homo sapiens
PARD3B	ENSG00000116117	117583	Homo sapiens
NRP2	ENSG00000118257	8828	Homo sapiens
INO80D	ENSG00000114933	54891	Homo sapiens
ADAM23	ENSG00000114948	8745	Homo sapiens
KLF7	ENSG00000118263	8609	Homo sapiens
CREB1	ENSG00000118260	1385	Homo sapiens
CCNYL1	ENSG00000163249	151195	Homo sapiens
MAP2	ENSG00000078018	4133	Homo sapiens
ERBB4	ENSG00000178568	2066	Homo sapiens
IKZF2	ENSG00000030419	22807	Homo sapiens
FN1	ENSG00000115414	2335	Homo sapiens
IGFBP5	ENSG00000115461	3488	Homo sapiens
ARPC2	ENSG00000163466	10109	Homo sapiens
USP37	ENSG00000135913	57695	Homo sapiens
EPHA4	ENSG00000116106	2043	Homo sapiens
PAX3	ENSG00000135903	5077	Homo sapiens
ACSL3	ENSG00000123983	2181	Homo sapiens
SCG2	ENSG00000171951	7857	Homo sapiens
CUL3	ENSG00000036257	8452	Homo sapiens
IRS1	ENSG00000169047	3667	Homo sapiens
COL4A3	ENSG00000169031	1285	Homo sapiens
AGFG1	ENSG00000173744	3267	Homo sapiens
PID1	ENSG00000153823	55022	Homo sapiens
DNER	ENSG00000187957	92737	Homo sapiens
SP100	ENSG00000067066	6672	Homo sapiens
CAB39	ENSG00000135932	51719	Homo sapiens
COPS7B	ENSG00000144524	64708	Homo sapiens
GIGYF2	ENSG00000204120	26058	Homo sapiens
ATG16L1	ENSG00000085978	55054	Homo sapiens
ARL4C	ENSG00000188042	10123	Homo sapiens
SH3BP4	ENSG00000130147	23677	Homo sapiens
AGAP1	ENSG00000157985	116987	Homo sapiens
ACKR3	ENSG00000144476	57007	Homo sapiens
COL6A3	ENSG00000163359	1293	Homo sapiens
UBE2F	ENSG00000184182	140739	Homo sapiens
PER2	ENSG00000132326	8864	Homo sapiens
HDAC4	ENSG00000068024	9759	Homo sapiens
ING5	ENSG00000168395	84289	Homo sapiens
CHL1	ENSG00000134121	10752	Homo sapiens
CNTN4	ENSG00000144619	152330	Homo sapiens
LRRN1	ENSG00000175928	57633	Homo sapiens
ITPR1	ENSG00000150995	3708	Homo sapiens
BHLHE40	ENSG00000134107	8553	Homo sapiens
ARL8B	ENSG00000134108	55207	Homo sapiens
EDEM1	ENSG00000134109	9695	Homo sapiens
GRM7	ENSG00000196277	2917	Homo sapiens
SRGAP3	ENSG00000196220	9901	Homo sapiens
ATP2B2	ENSG00000157087	491	Homo sapiens
SLC6A1	ENSG00000157103	6529	Homo sapiens
VGLL4	ENSG00000144560	9686	Homo sapiens
SYN2	ENSG00000157152	6854	Homo sapiens
PPARG	ENSG00000132170	5468	Homo sapiens
RAF1	ENSG00000132155	5894	Homo sapiens
WNT7A	ENSG00000154764	7476	Homo sapiens
SLC6A6	ENSG00000131389	6533	Homo sapiens
FGD5	ENSG00000154783	152273	Homo sapiens
MRPS25	ENSG00000131368	64432	Homo sapiens
SH3BP5	ENSG00000131370	9467	Homo sapiens
ANKRD28	ENSG00000206560	23243	Homo sapiens
PLCL2	ENSG00000154822	23228	Homo sapiens
SATB1	ENSG00000182568	6304	Homo sapiens
KCNH8	ENSG00000183960	131096	Homo sapiens
RAB5A	ENSG00000144566	5868	Homo sapiens
KAT2B	ENSG00000114166	8850	Homo sapiens
UBE2E2	ENSG00000182247	7325	Homo sapiens
NR1D2	ENSG00000174738	9975	Homo sapiens
THRB	ENSG00000151090	7068	Homo sapiens
RARB	ENSG00000077092	5915	Homo sapiens
TOP2B	ENSG00000077097	7155	Homo sapiens
SLC4A7	ENSG00000033867	9497	Homo sapiens
RBMS3	ENSG00000144642	27303	Homo sapiens
UBP1	ENSG00000153560	7342	Homo sapiens
ARPP21	ENSG00000172995	10777	Homo sapiens
STAC	ENSG00000144681	6769	Homo sapiens
LRRFIP2	ENSG00000093167	9209	Homo sapiens
GOLGA4	ENSG00000144674	2803	Homo sapiens
ITGA9	ENSG00000144668	3680	Homo sapiens
CTDSPL	ENSG00000144677	10217	Homo sapiens
DLEC1	ENSG00000008226	9940	Homo sapiens
OXSR1	ENSG00000172939	9943	Homo sapiens
WDR48	ENSG00000114742	57599	Homo sapiens
MYRIP	ENSG00000170011	25924	Homo sapiens
CTNNB1	ENSG00000168036	1499	Homo sapiens
ZBTB47	ENSG00000114853	92999	Homo sapiens
SNRK	ENSG00000163788	54861	Homo sapiens
TCAIM	ENSG00000179152	285343	Homo sapiens
ZDHHC3	ENSG00000163812	51304	Homo sapiens
SACM1L	ENSG00000211456	22908	Homo sapiens
SETD2	ENSG00000181555	29072	Homo sapiens
DHX30	ENSG00000132153	22907	Homo sapiens
IP6K2	ENSG00000068745	51447	Homo sapiens
PRKAR2A	ENSG00000114302	5576	Homo sapiens
P4HTM	ENSG00000178467	54681	Homo sapiens
RNF123	ENSG00000164068	63891	Homo sapiens
RBM6	ENSG00000004534	10180	Homo sapiens
TUSC2	ENSG00000114383	11334	Homo sapiens
DOCK3	ENSG00000088538	1795	Homo sapiens
RBM15B	ENSG00000259956	29890	Homo sapiens
PBRM1	ENSG00000163939	55193	Homo sapiens
STIMATE	ENSG00000213533	375346	Homo sapiens
SFMBT1	ENSG00000163935	51460	Homo sapiens
PRKCD	ENSG00000163932	5580	Homo sapiens
DCP1A	ENSG00000272886	55802	Homo sapiens
CACNA1D	ENSG00000157388	776	Homo sapiens
CACNA2D3	ENSG00000157445	55799	Homo sapiens
WNT5A	ENSG00000114251	7474	Homo sapiens
ERC2	ENSG00000187672	26059	Homo sapiens
ARHGEF3	ENSG00000163947	50650	Homo sapiens
IL17RD	ENSG00000144730	54756	Homo sapiens
ARF4	ENSG00000168374	378	Homo sapiens
DENND6A	ENSG00000174839	201627	Homo sapiens
FLNB	ENSG00000136068	2317	Homo sapiens
PTPRG	ENSG00000144724	5793	Homo sapiens
CADPS	ENSG00000163618	8618	Homo sapiens
ATXN7	ENSG00000163635	6314	Homo sapiens
PRICKLE2	ENSG00000163637	166336	Homo sapiens
ADAMTS9	ENSG00000163638	56999	Homo sapiens
MAGI1	ENSG00000151276	9223	Homo sapiens
LRIG1	ENSG00000144749	26018	Homo sapiens
KBTBD8	ENSG00000163376	84541	Homo sapiens
TAFA1	ENSG00000183662	407738	Homo sapiens
MITF	ENSG00000187098	4286	Homo sapiens
FOXP1	ENSG00000114861	27086	Homo sapiens
RYBP	ENSG00000163602	23429	Homo sapiens
ROBO1	ENSG00000169855	6091	Homo sapiens
CADM2	ENSG00000175161	253559	Homo sapiens
EPHA3	ENSG00000044524	2042	Homo sapiens
DCBLD2	ENSG00000057019	131566	Homo sapiens
FILIP1L	ENSG00000168386	11259	Homo sapiens
TOMM70	ENSG00000154174	9868	Homo sapiens
TFG	ENSG00000114354	10342	Homo sapiens
ABI3BP	ENSG00000154175	25890	Homo sapiens
CEP97	ENSG00000182504	79598	Homo sapiens
ALCAM	ENSG00000170017	214	Homo sapiens
CBLB	ENSG00000114423	868	Homo sapiens
PHLDB2	ENSG00000144824	90102	Homo sapiens
NAA50	ENSG00000121579	80218	Homo sapiens
ZBTB20	ENSG00000181722	26137	Homo sapiens
GAP43	ENSG00000172020	2596	Homo sapiens
